Current Projection,Party,State,Path,Name,Electoral Votes,Fixed Electoral,Value in %,X,X Adjusted,X for Text,Y,Y Adjusted
Democratic,Democratic,DE,88,Delaware,3,3,0.6%,460.778961182,-432.221038818,-432.221038818,5.436451912,5.436451912
Democratic,Democratic,DE,89,Delaware,3,3,0.6%,460.105987549,-432.894012451,-432.894012451,5.329862595,5.329862595
Democratic,Democratic,DE,90,Delaware,3,3,0.6%,459.433013916,-433.566986084,-433.566986084,5.223273754,5.223273754
Democratic,Democratic,DE,91,Delaware,3,3,0.6%,458.760040283,-434.239959717,-434.239959717,5.116685390,5.116685390
Democratic,Democratic,DE,92,Delaware,3,3,0.6%,458.087066650,-434.912933350,-434.912933350,5.010096073,5.010096073
Democratic,Democratic,DE,93,Delaware,3,3,0.6%,457.414093018,-435.585906982,-435.585906982,4.903507710,4.903507710
Democratic,Democratic,DE,94,Delaware,3,3,0.6%,456.741119385,-436.258880615,-436.258880615,4.796918392,4.796918392
Democratic,Democratic,DE,95,Delaware,3,3,0.6%,456.068145752,-436.931854248,-436.931854248,4.690329552,4.690329552
Democratic,Democratic,DE,96,Delaware,3,3,0.6%,455.395172119,-437.604827881,-437.604827881,4.583740234,4.583740234
Democratic,Democratic,DE,97,Delaware,3,3,0.6%,454.722198486,-438.277801514,-438.277801514,4.477152348,4.477152348
Democratic,Democratic,DE,98,Delaware,3,3,0.6%,454.049224854,-438.950775146,-438.950775146,4.370563507,4.370563507
Democratic,Democratic,DE,99,Delaware,3,3,0.6%,453.376251221,-439.623748779,-439.623748779,4.263974190,4.263974190
Democratic,Democratic,DE,100,Delaware,3,3,0.6%,452.703277588,-440.296722412,-440.296722412,4.157384872,4.157384872
Democratic,Democratic,DE,101,Delaware,3,3,0.6%,452.030273438,-440.969726563,-440.969726563,4.050796032,4.050796032
Democratic,Democratic,DE,102,Delaware,3,3,0.6%,451.357299805,-441.642700195,-441.642700195,3.944206953,3.944206953
Democratic,Democratic,DE,103,Delaware,3,3,0.6%,450.684326172,-442.315673828,-442.315673828,3.837619066,3.837619066
Democratic,Democratic,DE,104,Delaware,3,3,0.6%,450.011352539,-442.988647461,-442.988647461,3.731029987,3.731029987
Democratic,Democratic,DE,105,Delaware,3,3,0.6%,449.338378906,-443.661621094,-443.661621094,3.624440670,3.624440670
Democratic,Democratic,DE,106,Delaware,3,3,0.6%,448.665405273,-444.334594727,-444.334594727,3.517851591,3.517851591
Democratic,Democratic,DE,107,Delaware,3,3,0.6%,447.992431641,-445.007568359,-445.007568359,3.411262512,3.411262512
Democratic,Democratic,DE,108,Delaware,3,3,0.6%,447.319458008,-445.680541992,-445.680541992,3.304673433,3.304673433
Democratic,Democratic,DE,109,Delaware,3,3,0.6%,446.646484375,-446.353515625,-446.353515625,3.198085546,3.198085546
Democratic,Democratic,DE,110,Delaware,3,3,0.6%,445.971740723,-447.028259277,-447.028259277,3.105449200,3.105449200
Democratic,Democratic,DE,111,Delaware,3,3,0.6%,445.293395996,-447.706604004,-447.706604004,3.041327000,3.041327000
Democratic,Democratic,DE,112,Delaware,3,3,0.6%,444.615051270,-448.384948730,-448.384948730,2.977204800,2.977204800
Democratic,Democratic,DE,113,Delaware,3,3,0.6%,443.936706543,-449.063293457,-449.063293457,2.913082600,2.913082600
Democratic,Democratic,DE,114,Delaware,3,3,0.6%,443.258392334,-449.741607666,-449.741607666,2.848961353,2.848961353
Democratic,Democratic,DE,115,Delaware,3,3,0.6%,442.580047607,-450.419952393,-450.419952393,2.784839153,2.784839153
Democratic,Democratic,DE,116,Delaware,3,3,0.6%,441.901702881,-451.098297119,-451.098297119,2.720716953,2.720716953
Democratic,Democratic,DE,117,Delaware,3,3,0.6%,441.223358154,-451.776641846,-451.776641846,2.656594753,2.656594753
Democratic,Democratic,DE,118,Delaware,3,3,0.6%,440.545013428,-452.454986572,-452.454986572,2.592472553,2.592472553
Democratic,Democratic,DE,119,Delaware,3,3,0.6%,439.866668701,-453.133331299,-453.133331299,2.528350353,2.528350353
Democratic,Democratic,DE,120,Delaware,3,3,0.6%,439.188323975,-453.811676025,-453.811676025,2.464229107,2.464229107
Democratic,Democratic,DE,121,Delaware,3,3,0.6%,438.509979248,-454.490020752,-454.490020752,2.400106907,2.400106907
Democratic,Democratic,DE,122,Delaware,3,3,0.6%,437.831665039,-455.168334961,-455.168334961,2.335984707,2.335984707
Democratic,Democratic,DE,123,Delaware,3,3,0.6%,437.153320313,-455.846679688,-455.846679688,2.271862507,2.271862507
Democratic,Democratic,DE,124,Delaware,3,3,0.6%,436.474975586,-456.525024414,-456.525024414,2.207740307,2.207740307
Democratic,Democratic,DE,125,Delaware,3,3,0.6%,435.796630859,-457.203369141,-457.203369141,2.143619061,2.143619061
Democratic,Democratic,DE,126,Delaware,3,3,0.6%,435.118286133,-457.881713867,-457.881713867,2.079496861,2.079496861
Democratic,Democratic,DE,127,Delaware,3,3,0.6%,434.439941406,-458.560058594,-458.560058594,2.015374660,2.015374660
Democratic,Democratic,DE,128,Delaware,3,3,0.6%,433.761596680,-459.238403320,-459.238403320,1.951252460,1.951252460
Democratic,Democratic,DE,129,Delaware,3,3,0.6%,433.083251953,-459.916748047,-459.916748047,1.887130260,1.887130260
Democratic,Democratic,DE,130,Delaware,3,3,0.6%,432.404907227,-460.595092773,-460.595092773,1.823008060,1.823008060
Democratic,Democratic,DE,131,Delaware,3,3,0.6%,431.726593018,-461.273406982,-461.273406982,1.758886576,1.758886576
Democratic,Democratic,DE,132,Delaware,3,3,0.6%,431.048248291,-461.951751709,-461.951751709,1.694764495,1.694764495
Democratic,Democratic,DE,133,Delaware,3,3,0.6%,430.369903564,-462.630096436,-462.630096436,1.630642295,1.630642295
Democratic,Democratic,DE,134,Delaware,3,3,0.6%,429.691558838,-463.308441162,-463.308441162,1.566520214,1.566520214
Democratic,Democratic,DE,135,Delaware,3,3,0.6%,429.013214111,-463.986785889,-463.986785889,1.502398014,1.502398014
Democratic,Democratic,DE,136,Delaware,3,3,0.6%,428.334869385,-464.665130615,-464.665130615,1.438276529,1.438276529
Democratic,Democratic,DE,137,Delaware,3,3,0.6%,427.656555176,-465.343444824,-465.343444824,1.374154329,1.374154329
Democratic,Democratic,DE,138,Delaware,3,3,0.6%,426.978210449,-466.021789551,-466.021789551,1.310032129,1.310032129
Democratic,Democratic,DE,139,Delaware,3,3,0.6%,426.299865723,-466.700134277,-466.700134277,1.245910048,1.245910048
Democratic,Democratic,DE,140,Delaware,3,3,0.6%,425.621520996,-467.378479004,-467.378479004,1.181787848,1.181787848
Democratic,Democratic,DE,141,Delaware,3,3,0.6%,424.943176270,-468.056823730,-468.056823730,1.117665768,1.117665768
Democratic,Democratic,DE,142,Delaware,3,3,0.6%,424.264831543,-468.735168457,-468.735168457,1.053544283,1.053544283
Democratic,Democratic,DE,143,Delaware,3,3,0.6%,423.586486816,-469.413513184,-469.413513184,0.989422083,0.989422083
Democratic,Democratic,DE,144,Delaware,3,3,0.6%,422.908142090,-470.091857910,-470.091857910,0.925299942,0.925299942
Democratic,Democratic,DE,145,Delaware,3,3,0.6%,422.229827881,-470.770172119,-470.770172119,0.861177742,0.861177742
Democratic,Democratic,DE,146,Delaware,3,3,0.6%,421.551483154,-471.448516846,-471.448516846,0.797055602,0.797055602
Democratic,Democratic,DE,147,Delaware,3,3,0.6%,420.871063232,-472.128936768,-472.128936768,0.765889525,0.765889525
Democratic,Democratic,DE,148,Delaware,3,3,0.6%,420.190032959,-472.809967041,-472.809967041,0.744487345,0.744487345
Democratic,Democratic,DE,149,Delaware,3,3,0.6%,419.509002686,-473.490997314,-473.490997314,0.723085165,0.723085165
Democratic,Democratic,DE,150,Delaware,3,3,0.6%,418.827972412,-474.172027588,-474.172027588,0.701683044,0.701683044
Democratic,Democratic,DE,151,Delaware,3,3,0.6%,418.146942139,-474.853057861,-474.853057861,0.680280864,0.680280864
Democratic,Democratic,DE,152,Delaware,3,3,0.6%,417.465911865,-475.534088135,-475.534088135,0.658878684,0.658878684
Democratic,Democratic,DE,153,Delaware,3,3,0.6%,416.784881592,-476.215118408,-476.215118408,0.637476742,0.637476742
Democratic,Democratic,DE,154,Delaware,3,3,0.6%,416.103851318,-476.896148682,-476.896148682,0.616074562,0.616074562
Democratic,Democratic,DE,155,Delaware,3,3,0.6%,415.422821045,-477.577178955,-477.577178955,0.594672382,0.594672382
Democratic,Democratic,DE,156,Delaware,3,3,0.6%,414.741790771,-478.258209229,-478.258209229,0.573270202,0.573270202
Democratic,Democratic,DE,157,Delaware,3,3,0.6%,414.060760498,-478.939239502,-478.939239502,0.551868021,0.551868021
Democratic,Democratic,DE,158,Delaware,3,3,0.6%,413.379760742,-479.620239258,-479.620239258,0.530466139,0.530466139
Democratic,Democratic,DE,159,Delaware,3,3,0.6%,412.698730469,-480.301269531,-480.301269531,0.509063959,0.509063959
Democratic,Democratic,DE,160,Delaware,3,3,0.6%,412.017700195,-480.982299805,-480.982299805,0.487661779,0.487661779
Democratic,Democratic,DE,161,Delaware,3,3,0.6%,411.336669922,-481.663330078,-481.663330078,0.466259599,0.466259599
Democratic,Democratic,DE,162,Delaware,3,3,0.6%,410.655639648,-482.344360352,-482.344360352,0.444857419,0.444857419
Democratic,Democratic,DE,163,Delaware,3,3,0.6%,409.974609375,-483.025390625,-483.025390625,0.423455238,0.423455238
Democratic,Democratic,DE,164,Delaware,3,3,0.6%,409.293579102,-483.706420898,-483.706420898,0.402053356,0.402053356
Democratic,Democratic,DE,165,Delaware,3,3,0.6%,408.612548828,-484.387451172,-484.387451172,0.380651176,0.380651176
Democratic,Democratic,DE,166,Delaware,3,3,0.6%,407.931518555,-485.068481445,-485.068481445,0.359248996,0.359248996
Democratic,Democratic,DE,167,Delaware,3,3,0.6%,407.250488281,-485.749511719,-485.749511719,0.337846816,0.337846816
Democratic,Democratic,DE,168,Delaware,3,3,0.6%,406.569458008,-486.430541992,-486.430541992,0.316444635,0.316444635
Democratic,Democratic,DE,169,Delaware,3,3,0.6%,405.888427734,-487.111572266,-487.111572266,0.295042485,0.295042485
Democratic,Democratic,DE,170,Delaware,3,3,0.6%,405.207397461,-487.792602539,-487.792602539,0.273640573,0.273640573
Democratic,Democratic,DE,171,Delaware,3,3,0.6%,404.526367188,-488.473632813,-488.473632813,0.252238393,0.252238393
Democratic,Democratic,DE,172,Delaware,3,3,0.6%,403.845336914,-489.154663086,-489.154663086,0.230836213,0.230836213
Democratic,Democratic,DE,173,Delaware,3,3,0.6%,403.164306641,-489.835693359,-489.835693359,0.209434032,0.209434032
Democratic,Democratic,DE,174,Delaware,3,3,0.6%,402.483276367,-490.516723633,-490.516723633,0.188031882,0.188031882
Democratic,Democratic,DE,175,Delaware,3,3,0.6%,401.802276611,-491.197723389,-491.197723389,0.166629940,0.166629940
Democratic,Democratic,DE,176,Delaware,3,3,0.6%,401.121246338,-491.878753662,-491.878753662,0.145227775,0.145227775
Democratic,Democratic,DE,177,Delaware,3,3,0.6%,400.440216064,-492.559783936,-492.559783936,0.123825602,0.123825602
Democratic,Democratic,DE,178,Delaware,3,3,0.6%,399.759185791,-493.240814209,-493.240814209,0.102423429,0.102423429
Democratic,Democratic,DE,179,Delaware,3,3,0.6%,399.630706787,-493.369293213,-493.369293213,0.494939804,0.494939804
Democratic,Democratic,DE,180,Delaware,3,3,0.6%,399.842681885,-493.157318115,-493.157318115,1.142496109,1.142496109
Democratic,Democratic,DE,181,Delaware,3,3,0.6%,400.054626465,-492.945373535,-492.945373535,1.790044785,1.790044785
Democratic,Democratic,DE,182,Delaware,3,3,0.6%,400.266601563,-492.733398438,-492.733398438,2.437599182,2.437599182
Democratic,Democratic,DE,183,Delaware,3,3,0.6%,400.478576660,-492.521423340,-492.521423340,3.085155487,3.085155487
Democratic,Democratic,DE,184,Delaware,3,3,0.6%,400.690551758,-492.309448242,-492.309448242,3.732711792,3.732711792
Democratic,Democratic,DE,185,Delaware,3,3,0.6%,400.902526855,-492.097473145,-492.097473145,4.380268097,4.380268097
Democratic,Democratic,DE,186,Delaware,3,3,0.6%,401.114471436,-491.885528564,-491.885528564,5.027814865,5.027814865
Democratic,Democratic,DE,187,Delaware,3,3,0.6%,401.326446533,-491.673553467,-491.673553467,5.675371170,5.675371170
Democratic,Democratic,DE,188,Delaware,3,3,0.6%,401.538421631,-491.461578369,-491.461578369,6.322927475,6.322927475
Democratic,Democratic,DE,189,Delaware,3,3,0.6%,401.750396729,-491.249603271,-491.249603271,6.970482826,6.970482826
Democratic,Democratic,DE,190,Delaware,3,3,0.6%,401.962371826,-491.037628174,-491.037628174,7.618038177,7.618038177
Democratic,Democratic,DE,191,Delaware,3,3,0.6%,402.174346924,-490.825653076,-490.825653076,8.265594482,8.265594482
Democratic,Democratic,DE,192,Delaware,3,3,0.6%,402.386291504,-490.613708496,-490.613708496,8.913149834,8.913149834
Democratic,Democratic,DE,193,Delaware,3,3,0.6%,402.598266602,-490.401733398,-490.401733398,9.560706139,9.560706139
Democratic,Democratic,DE,194,Delaware,3,3,0.6%,402.810241699,-490.189758301,-490.189758301,10.208247185,10.208247185
Democratic,Democratic,DE,195,Delaware,3,3,0.6%,403.022216797,-489.977783203,-489.977783203,10.855802536,10.855802536
Democratic,Democratic,DE,196,Delaware,3,3,0.6%,403.234191895,-489.765808105,-489.765808105,11.503357887,11.503357887
Democratic,Democratic,DE,197,Delaware,3,3,0.6%,403.446136475,-489.553863525,-489.553863525,12.150914192,12.150914192
Democratic,Democratic,DE,198,Delaware,3,3,0.6%,403.658111572,-489.341888428,-489.341888428,12.798469543,12.798469543
Democratic,Democratic,DE,199,Delaware,3,3,0.6%,403.870086670,-489.129913330,-489.129913330,13.446025848,13.446025848
Democratic,Democratic,DE,200,Delaware,3,3,0.6%,404.082061768,-488.917938232,-488.917938232,14.093581200,14.093581200
Democratic,Democratic,DE,201,Delaware,3,3,0.6%,404.294036865,-488.705963135,-488.705963135,14.741136551,14.741136551
Democratic,Democratic,DE,202,Delaware,3,3,0.6%,404.505981445,-488.494018555,-488.494018555,15.388692856,15.388692856
Democratic,Democratic,DE,203,Delaware,3,3,0.6%,404.717956543,-488.282043457,-488.282043457,16.036247253,16.036247253
Democratic,Democratic,DE,204,Delaware,3,3,0.6%,404.929931641,-488.070068359,-488.070068359,16.683803558,16.683803558
Democratic,Democratic,DE,205,Delaware,3,3,0.6%,405.141906738,-487.858093262,-487.858093262,17.331359863,17.331359863
Democratic,Democratic,DE,206,Delaware,3,3,0.6%,405.353881836,-487.646118164,-487.646118164,17.978900909,17.978900909
Democratic,Democratic,DE,207,Delaware,3,3,0.6%,405.565826416,-487.434173584,-487.434173584,18.626457214,18.626457214
Democratic,Democratic,DE,208,Delaware,3,3,0.6%,405.777801514,-487.222198486,-487.222198486,19.274011612,19.274011612
Democratic,Democratic,DE,209,Delaware,3,3,0.6%,405.989776611,-487.010223389,-487.010223389,19.921567917,19.921567917
Democratic,Democratic,DE,210,Delaware,3,3,0.6%,406.201751709,-486.798248291,-486.798248291,20.569124222,20.569124222
Democratic,Democratic,DE,211,Delaware,3,3,0.6%,406.413726807,-486.586273193,-486.586273193,21.216678619,21.216678619
Democratic,Democratic,DE,212,Delaware,3,3,0.6%,406.741912842,-486.258087158,-486.258087158,21.729007721,21.729007721
Democratic,Democratic,DE,213,Delaware,3,3,0.6%,407.413970947,-485.586029053,-485.586029053,21.841247559,21.841247559
Democratic,Democratic,DE,214,Delaware,3,3,0.6%,408.086029053,-484.913970947,-484.913970947,21.953485489,21.953485489
Democratic,Democratic,DE,215,Delaware,3,3,0.6%,408.758087158,-484.241912842,-484.241912842,22.065725327,22.065725327
Democratic,Democratic,DE,216,Delaware,3,3,0.6%,409.430145264,-483.569854736,-483.569854736,22.177965164,22.177965164
Democratic,Democratic,DE,217,Delaware,3,3,0.6%,410.102172852,-482.897827148,-482.897827148,22.290201187,22.290201187
Democratic,Democratic,DE,218,Delaware,3,3,0.6%,410.774230957,-482.225769043,-482.225769043,22.402439117,22.402439117
Democratic,Democratic,DE,219,Delaware,3,3,0.6%,411.446289063,-481.553710938,-481.553710938,22.514678955,22.514678955
Democratic,Democratic,DE,220,Delaware,3,3,0.6%,412.118347168,-480.881652832,-480.881652832,22.626918793,22.626918793
Democratic,Democratic,DE,221,Delaware,3,3,0.6%,412.790405273,-480.209594727,-480.209594727,22.739158630,22.739158630
Democratic,Democratic,DE,222,Delaware,3,3,0.6%,413.462463379,-479.537536621,-479.537536621,22.851396561,22.851396561
Democratic,Democratic,DE,223,Delaware,3,3,0.6%,414.134521484,-478.865478516,-478.865478516,22.963634491,22.963634491
Democratic,Democratic,DE,224,Delaware,3,3,0.6%,414.806579590,-478.193420410,-478.193420410,23.075874329,23.075874329
Democratic,Democratic,DE,225,Delaware,3,3,0.6%,415.478637695,-477.521362305,-477.521362305,23.188114166,23.188114166
Democratic,Democratic,DE,226,Delaware,3,3,0.6%,416.150695801,-476.849304199,-476.849304199,23.300354004,23.300354004
Democratic,Democratic,DE,227,Delaware,3,3,0.6%,416.822753906,-476.177246094,-476.177246094,23.412591934,23.412591934
Democratic,Democratic,DE,228,Delaware,3,3,0.6%,417.494812012,-475.505187988,-475.505187988,23.524829865,23.524829865
Democratic,Democratic,DE,229,Delaware,3,3,0.6%,418.166870117,-474.833129883,-474.833129883,23.637067795,23.637067795
Democratic,Democratic,DE,230,Delaware,3,3,0.6%,418.838928223,-474.161071777,-474.161071777,23.749305725,23.749305725
Democratic,Democratic,DE,231,Delaware,3,3,0.6%,419.510986328,-473.489013672,-473.489013672,23.861545563,23.861545563
Democratic,Democratic,DE,232,Delaware,3,3,0.6%,420.183044434,-472.816955566,-472.816955566,23.973785400,23.973785400
Democratic,Democratic,DE,233,Delaware,3,3,0.6%,420.855102539,-472.144897461,-472.144897461,24.086025238,24.086025238
Democratic,Democratic,DE,234,Delaware,3,3,0.6%,421.527160645,-471.472839355,-471.472839355,24.198263168,24.198263168
Democratic,Democratic,DE,235,Delaware,3,3,0.6%,422.19921875,-470.80078125,-470.80078125,24.310501099,24.310501099
Democratic,Democratic,DE,236,Delaware,3,3,0.6%,422.871276855,-470.128723145,-470.128723145,24.422740936,24.422740936
Democratic,Democratic,DE,237,Delaware,3,3,0.6%,423.543334961,-469.456665039,-469.456665039,24.534980774,24.534980774
Democratic,Democratic,DE,238,Delaware,3,3,0.6%,424.215393066,-468.784606934,-468.784606934,24.647220612,24.647220612
Democratic,Democratic,DE,239,Delaware,3,3,0.6%,424.887420654,-468.112579346,-468.112579346,24.759456635,24.759456635
Democratic,Democratic,DE,240,Delaware,3,3,0.6%,425.559478760,-467.440521240,-467.440521240,24.871696472,24.871696472
Democratic,Democratic,DE,241,Delaware,3,3,0.6%,426.231536865,-466.768463135,-466.768463135,24.983934402,24.983934402
Democratic,Democratic,DE,242,Delaware,3,3,0.6%,426.903594971,-466.096405029,-466.096405029,25.096172333,25.096172333
Democratic,Democratic,DE,243,Delaware,3,3,0.6%,427.575653076,-465.424346924,-465.424346924,25.208412170,25.208412170
Democratic,Democratic,DE,244,Delaware,3,3,0.6%,428.247711182,-464.752288818,-464.752288818,25.320652008,25.320652008
Democratic,Democratic,DE,245,Delaware,3,3,0.6%,428.919769287,-464.080230713,-464.080230713,25.432891846,25.432891846
Democratic,Democratic,DE,246,Delaware,3,3,0.6%,429.591827393,-463.408172607,-463.408172607,25.545129776,25.545129776
Democratic,Democratic,DE,247,Delaware,3,3,0.6%,430.263885498,-462.736114502,-462.736114502,25.657369614,25.657369614
Democratic,Democratic,DE,248,Delaware,3,3,0.6%,430.935943604,-462.064056396,-462.064056396,25.769607544,25.769607544
Democratic,Democratic,DE,249,Delaware,3,3,0.6%,431.608001709,-461.391998291,-461.391998291,25.881847382,25.881847382
Democratic,Democratic,DE,250,Delaware,3,3,0.6%,432.280029297,-460.719970703,-460.719970703,25.994083405,25.994083405
Democratic,Democratic,DE,251,Delaware,3,3,0.6%,432.952087402,-460.047912598,-460.047912598,26.106323242,26.106323242
Democratic,Democratic,DE,252,Delaware,3,3,0.6%,433.624145508,-459.375854492,-459.375854492,26.218563080,26.218563080
Democratic,Democratic,DE,253,Delaware,3,3,0.6%,434.296203613,-458.703796387,-458.703796387,26.330801010,26.330801010
Democratic,Democratic,DE,254,Delaware,3,3,0.6%,434.968261719,-458.031738281,-458.031738281,26.443040848,26.443040848
Democratic,Democratic,DE,255,Delaware,3,3,0.6%,435.640319824,-457.359680176,-457.359680176,26.555278778,26.555278778
Democratic,Democratic,DE,256,Delaware,3,3,0.6%,436.312377930,-456.687622070,-456.687622070,26.667518616,26.667518616
Democratic,Democratic,DE,257,Delaware,3,3,0.6%,436.984436035,-456.015563965,-456.015563965,26.779758453,26.779758453
Democratic,Democratic,DE,258,Delaware,3,3,0.6%,437.656494141,-455.343505859,-455.343505859,26.891996384,26.891996384
Democratic,Democratic,DE,259,Delaware,3,3,0.6%,438.328552246,-454.671447754,-454.671447754,27.004236221,27.004236221
Democratic,Democratic,DE,260,Delaware,3,3,0.6%,439.000610352,-453.999389648,-453.999389648,27.116474152,27.116474152
Democratic,Democratic,DE,261,Delaware,3,3,0.6%,439.672668457,-453.327331543,-453.327331543,27.228712082,27.228712082
Democratic,Democratic,DE,262,Delaware,3,3,0.6%,440.344726563,-452.655273438,-452.655273438,27.340950012,27.340950012
Democratic,Democratic,DE,263,Delaware,3,3,0.6%,441.016784668,-451.983215332,-451.983215332,27.453189850,27.453189850
Democratic,Democratic,DE,264,Delaware,3,3,0.6%,441.688842773,-451.311157227,-451.311157227,27.565429688,27.565429688
Democratic,Democratic,DE,265,Delaware,3,3,0.6%,442.360900879,-450.639099121,-450.639099121,27.677667618,27.677667618
Democratic,Democratic,DE,266,Delaware,3,3,0.6%,443.032958984,-449.967041016,-449.967041016,27.789907455,27.789907455
Democratic,Democratic,DE,267,Delaware,3,3,0.6%,443.705017090,-449.294982910,-449.294982910,27.902145386,27.902145386
Democratic,Democratic,DE,268,Delaware,3,3,0.6%,444.377075195,-448.622924805,-448.622924805,28.014385223,28.014385223
Democratic,Democratic,DE,269,Delaware,3,3,0.6%,445.049133301,-447.950866699,-447.950866699,28.126625061,28.126625061
Democratic,Democratic,DE,270,Delaware,3,3,0.6%,445.721191406,-447.278808594,-447.278808594,28.238864899,28.238864899
Democratic,Democratic,DE,271,Delaware,3,3,0.6%,446.393249512,-446.606750488,-446.606750488,28.351102829,28.351102829
Democratic,Democratic,DE,272,Delaware,3,3,0.6%,447.065307617,-445.934692383,-445.934692383,28.463340759,28.463340759
Democratic,Democratic,DE,273,Delaware,3,3,0.6%,447.737365723,-445.262634277,-445.262634277,28.575578690,28.575578690
Democratic,Democratic,DE,274,Delaware,3,3,0.6%,448.409423828,-444.590576172,-444.590576172,28.687816620,28.687816620
Democratic,Democratic,DE,275,Delaware,3,3,0.6%,449.081481934,-443.918518066,-443.918518066,28.800056458,28.800056458
Democratic,Democratic,DE,276,Delaware,3,3,0.6%,449.753540039,-443.246459961,-443.246459961,28.912296295,28.912296295
Democratic,Democratic,DE,277,Delaware,3,3,0.6%,450.425598145,-442.574401855,-442.574401855,29.024536133,29.024536133
Democratic,Democratic,DE,278,Delaware,3,3,0.6%,451.09765625,-441.90234375,-441.90234375,29.136774063,29.136774063
Democratic,Democratic,DE,279,Delaware,3,3,0.6%,451.769714355,-441.230285645,-441.230285645,29.249011993,29.249011993
Democratic,Democratic,DE,280,Delaware,3,3,0.6%,452.441772461,-440.558227539,-440.558227539,29.361251831,29.361251831
Democratic,Democratic,DE,281,Delaware,3,3,0.6%,453.113830566,-439.886169434,-439.886169434,29.473491669,29.473491669
Democratic,Democratic,DE,282,Delaware,3,3,0.6%,453.785888672,-439.214111328,-439.214111328,29.585731506,29.585731506
Democratic,Democratic,DE,283,Delaware,3,3,0.6%,454.457916260,-438.542083740,-438.542083740,29.697967529,29.697967529
Democratic,Democratic,DE,284,Delaware,3,3,0.6%,455.129974365,-437.870025635,-437.870025635,29.810207367,29.810207367
Democratic,Democratic,DE,285,Delaware,3,3,0.6%,455.802032471,-437.197967529,-437.197967529,29.922445297,29.922445297
Democratic,Democratic,DE,286,Delaware,3,3,0.6%,456.474090576,-436.525909424,-436.525909424,30.034683228,30.034683228
Democratic,Democratic,DE,287,Delaware,3,3,0.6%,457.146148682,-435.853851318,-435.853851318,30.146923065,30.146923065
Democratic,Democratic,DE,288,Delaware,3,3,0.6%,457.818206787,-435.181793213,-435.181793213,30.259162903,30.259162903
Democratic,Democratic,DE,289,Delaware,3,3,0.6%,458.490264893,-434.509735107,-434.509735107,30.371402740,30.371402740
Democratic,Democratic,DE,290,Delaware,3,3,0.6%,459.162322998,-433.837677002,-433.837677002,30.483640671,30.483640671
Democratic,Democratic,DE,291,Delaware,3,3,0.6%,459.834381104,-433.165618896,-433.165618896,30.595880508,30.595880508
Democratic,Democratic,DE,292,Delaware,3,3,0.6%,460.506439209,-432.493560791,-432.493560791,30.708118439,30.708118439
Democratic,Democratic,DE,293,Delaware,3,3,0.6%,461.178497314,-431.821502686,-431.821502686,30.820358276,30.820358276
Democratic,Democratic,DE,294,Delaware,3,3,0.6%,461.850524902,-431.149475098,-431.149475098,30.932594299,30.932594299
Democratic,Democratic,DE,295,Delaware,3,3,0.6%,462.522583008,-430.477416992,-430.477416992,31.044834137,31.044834137
Democratic,Democratic,DE,296,Delaware,3,3,0.6%,463.194641113,-429.805358887,-429.805358887,31.157073975,31.157073975
Democratic,Democratic,DE,297,Delaware,3,3,0.6%,463.866699219,-429.133300781,-429.133300781,31.269311905,31.269311905
Democratic,Democratic,DE,298,Delaware,3,3,0.6%,464.538757324,-428.461242676,-428.461242676,31.381551743,31.381551743
Democratic,Democratic,DE,299,Delaware,3,3,0.6%,465.210815430,-427.789184570,-427.789184570,31.493789673,31.493789673
Democratic,Democratic,DE,300,Delaware,3,3,0.6%,465.882873535,-427.117126465,-427.117126465,31.606029510,31.606029510
Democratic,Democratic,DE,301,Delaware,3,3,0.6%,466.554931641,-426.445068359,-426.445068359,31.718269348,31.718269348
Democratic,Democratic,DE,302,Delaware,3,3,0.6%,467.226989746,-425.773010254,-425.773010254,31.830507278,31.830507278
Democratic,Democratic,DE,303,Delaware,3,3,0.6%,467.899047852,-425.100952148,-425.100952148,31.942747116,31.942747116
Democratic,Democratic,DE,304,Delaware,3,3,0.6%,468.571105957,-424.428894043,-424.428894043,32.054985046,32.054985046
Democratic,Democratic,DE,305,Delaware,3,3,0.6%,469.243164063,-423.756835938,-423.756835938,32.167221069,32.167221069
Democratic,Democratic,DE,306,Delaware,3,3,0.6%,469.915222168,-423.084777832,-423.084777832,32.279460907,32.279460907
Democratic,Democratic,DE,307,Delaware,3,3,0.6%,470.587280273,-422.412719727,-422.412719727,32.391700745,32.391700745
Democratic,Democratic,DE,308,Delaware,3,3,0.6%,471.259338379,-421.740661621,-421.740661621,32.503940582,32.503940582
Democratic,Democratic,DE,309,Delaware,3,3,0.6%,471.931396484,-421.068603516,-421.068603516,32.616180420,32.616180420
Democratic,Democratic,DE,310,Delaware,3,3,0.6%,472.603454590,-420.396545410,-420.396545410,32.728416443,32.728416443
Democratic,Democratic,DE,311,Delaware,3,3,0.6%,473.275512695,-419.724487305,-419.724487305,32.840656281,32.840656281
Democratic,Democratic,DE,312,Delaware,3,3,0.6%,473.947570801,-419.052429199,-419.052429199,32.952896118,32.952896118
Democratic,Democratic,DE,313,Delaware,3,3,0.6%,474.619628906,-418.380371094,-418.380371094,33.065135956,33.065135956
Democratic,Democratic,DE,314,Delaware,3,3,0.6%,475.291687012,-417.708312988,-417.708312988,33.177375793,33.177375793
Democratic,Democratic,DE,315,Delaware,3,3,0.6%,475.963745117,-417.036254883,-417.036254883,33.289611816,33.289611816
